,Date,Price,Open,High,Low,Vol.,Change %,Day,Month,Year,MA_5,MA_10,STD_5,STD_10
26,2024-09-04,219.41,210.59,222.22,210.57,80650000.0,0.0418,4,9,2024,220.55,224.56300000000002,7.748857980373912,6.746228658377067
27,2024-09-03,210.6,215.26,219.9,209.64,76710000.0,-0.016399999999999998,3,9,2024,217.436,222.836,8.04848308689315,7.914882184846264
28,2024-08-30,214.11,208.63,214.57,207.03,63370000.0,0.038,30,8,2024,217.004,221.56900000000002,8.18354935220685,8.221538717836552
29,2024-08-29,206.28,209.8,214.89,205.97,62310000.0,0.0026,29,8,2024,216.11399999999998,219.16799999999998,9.213611127023178,8.87188417918569
30,2024-08-28,205.75,209.72,211.84,202.59,64120000.00000001,-0.0165,28,8,2024,211.22999999999996,216.762,5.703871492241604,8.927455528996967
31,2024-08-27,209.21,213.25,215.66,206.94,62820000.0,-0.018799999999999997,27,8,2024,209.19,214.86999999999998,3.4094207719210674,8.227999621887085
32,2024-08-26,213.21,218.75,219.09,211.01,59300000.0,-0.0323,26,8,2024,209.71200000000005,213.57399999999998,3.8505350277600097,7.207783138925168
33,2024-08-23,220.32,214.46,221.48,214.21,81530000.0,0.045899999999999996,23,8,2024,210.954,213.97899999999998,6.01624716912516,7.484569979482719
34,2024-08-22,210.66,223.82,224.8,210.32,79510000.0,-0.0565,22,8,2024,211.83,213.97199999999998,5.458575821586282,7.487978216967111
35,2024-08-21,223.27,222.67,224.66,218.86,70150000.0,0.0098,21,8,2024,215.334,213.282,6.15835448801105,5.999490348724685
36,2024-08-20,221.1,224.88,228.22,219.56,74000000.0,-0.0073,20,8,2024,217.712,213.45100000000002,5.458257047813481,6.211352420277333
37,2024-08-19,222.72,217.07,222.98,214.09,76440000.0,0.0305,19,8,2024,219.61399999999998,214.663,5.145248293329032,6.7521585848935555
38,2024-08-16,216.12,211.15,219.8,210.8,88770000.0,0.0092,16,8,2024,218.77399999999997,214.86399999999998,5.340316470023611,6.763774751489369
39,2024-08-15,214.14,205.02,215.88,204.82,89850000.0,0.0634,15,8,2024,219.46999999999997,215.65,4.101548488071958,6.0772709518515295
40,2024-08-14,201.38,207.39,208.44,198.75,70250000.0,-0.031,14,8,2024,215.092,215.21300000000002,8.430072360306637,6.96109992904989
41,2024-08-13,207.83,198.47,208.49,197.06,76250000.0,0.0524,13,8,2024,212.43800000000002,215.075,8.149946012091505,7.1055099902975565
42,2024-08-12,197.49,199.02,199.26,194.67,64050000.0,-0.0125,12,8,2024,207.392,213.503,8.001547975236216,9.039644843072374
43,2024-08-09,200.0,197.05,200.88,195.11,58650000.0,0.0058,9,8,2024,204.16799999999998,211.471,6.756328144784503,9.603274268012067
44,2024-08-08,198.84,195.7,200.7,192.04,65030000.0,0.0369,8,8,2024,201.108,210.28900000000004,4.022458203637141,10.407898122739732
45,2024-08-07,191.76,200.77,203.49,191.48,71160000.0,-0.0443,7,8,2024,199.184,207.138,5.7776059055640046,10.803541394684535
46,2024-08-06,200.64,200.75,202.9,192.67,73780000.0,0.0088,6,8,2024,197.74599999999998,205.092,3.554937411545832,9.7517745393678
47,2024-08-05,198.88,185.22,203.88,182.0,100310000.0,-0.042300000000000004,5,8,2024,198.024,202.708,3.5841428542969855,7.651303156978895
48,2024-08-02,207.67,214.88,216.13,205.78,82880000.0,-0.0424,2,8,2024,199.558,201.863,5.673607318100874,6.363798743238158
49,2024-08-01,216.86,227.69,231.87,214.33,83860000.0,-0.0655,1,8,2024,203.16199999999998,202.135,9.521802350396019,6.975567280794019
50,2024-07-31,232.07,227.9,234.68,226.79,67500000.0,0.0424,31,7,2024,211.224,205.204,13.632190946432836,11.734438584307481
51,2024-07-30,222.62,232.25,232.41,220.0,100560000.0,-0.0408,30,7,2024,215.61999999999998,206.683,12.889629552473744,12.969280841879819
52,2024-07-29,232.1,224.9,234.27,224.7,129199999.99999999,0.055999999999999994,29,7,2024,222.26399999999998,210.144,10.430955373310901,14.740524790898947
53,2024-07-26,219.8,221.19,222.28,215.33,94600000.0,-0.002,26,7,2024,224.69,212.12399999999997,7.051212661663469,14.55518708609087
54,2024-07-25,220.25,216.8,226.0,216.23,100640000.0,0.0197,25,7,2024,225.36800000000002,214.26500000000001,6.224642158389765,13.945965764733057
55,2024-07-24,215.99,225.42,225.99,214.71,167940000.0,-0.1233,24,7,2024,222.152,216.68800000000002,6.047757435612274,11.490096992144334
56,2024-07-23,246.38,253.6,255.76,245.63,111930000.0,-0.0204,23,7,2024,226.904,221.262,12.451615557830355,13.34608873207577
57,2024-07-22,251.51,244.21,253.21,243.75,101230000.0,0.051500000000000004,22,7,2024,230.786,226.525,16.757670780869347,13.904670078789904
58,2024-07-19,239.2,247.79,249.44,236.83,87400000.0,-0.04019999999999999,19,7,2024,234.666,229.67799999999997,15.796434091275211,12.674511430425834
59,2024-07-18,249.23,251.09,257.14,247.2,110870000.0,0.0029,18,7,2024,240.462,232.91499999999996,14.443253442351585,13.161336684901292
60,2024-07-17,248.5,252.73,258.47,246.18,115590000.0,-0.031400000000000004,17,7,2024,246.964,234.558,4.711181380503236,14.04030214932854
61,2024-07-16,256.56,255.31,258.62,245.8,126330000.0,0.0155,16,7,2024,249.0,237.95200000000006,6.3205339964278515,14.90917152478805
62,2024-07-15,252.64,255.97,265.6,251.73,146910000.0,0.0178,15,7,2024,249.22600000000003,240.006,6.451564151428722,15.419514475711026
63,2024-07-12,248.23,235.8,251.84,233.09,155960000.0,0.029900000000000003,12,7,2024,251.03199999999998,242.84900000000002,3.5585769627759953,13.817774744468958
64,2024-07-11,241.03,263.3,271.0,239.65,221710000.0,-0.08439999999999999,11,7,2024,249.392,244.927,5.787889943666873,11.390986739035572
65,2024-07-10,263.26,262.8,267.59,257.86,128520000.00000001,0.0034999999999999996,10,7,2024,252.34399999999997,249.654,8.395726889316963,7.016606017156404
66,2024-07-09,262.33,251.0,265.61,250.3,160740000.0,0.0371,9,7,2024,253.498,251.24899999999997,9.450395229830324,7.941567785323268
67,2024-07-08,252.94,247.71,259.44,244.57,157220000.0,0.005600000000000001,8,7,2024,253.558,251.392,9.444536515891064,7.9596437664561535
68,2024-07-05,251.52,249.81,252.37,242.46,154500000.0,0.0208,5,7,2024,254.21599999999998,252.62400000000002,9.088428356982282,6.719760577745133
69,2024-07-03,246.39,234.56,248.35,234.25,166560000.0,0.0654,3,7,2024,255.288,252.34,7.280588575108447,6.935685498444166
70,2024-07-02,231.26,218.89,231.3,218.06,205050000.0,0.102,2,7,2024,248.888,250.61600000000004,11.412929948089594,9.61961329784079
71,2024-07-01,209.86,201.02,213.23,200.85,135690000.0,0.0605,1,7,2024,238.394,245.946,18.116961113829245,15.77784677606181
72,2024-06-28,197.88,199.55,203.2,195.26,95440000.0,0.0023,28,6,2024,227.382,240.46999999999997,23.110465594617565,21.618225335736092
73,2024-06-27,197.42,195.17,198.72,194.05,72750000.0,0.0053,27,6,2024,216.56199999999998,235.38899999999998,21.599137019797865,25.25656854056861
74,2024-06-26,196.37,186.54,197.76,186.36,95740000.0,0.0481,26,6,2024,206.558,230.923,14.86352986339393,27.952853581223668
75,2024-06-25,187.35,184.4,187.97,182.01,63680000.0,0.026099999999999998,25,6,2024,197.776,223.33199999999997,8.013097403626375,28.49746608618614
76,2024-06-24,182.58,184.97,188.8,182.55,61990000.0,-0.0023,24,6,2024,192.32,215.35699999999997,6.944325021195623,27.513280449831996
77,2024-06-21,183.01,182.3,183.95,180.69,63030000.0,0.0079,21,6,2024,189.346,208.36399999999998,7.1490160162083605,25.728608029023025
78,2024-06-20,181.57,184.68,185.21,179.66,55890000.0,-0.0178,20,6,2024,186.176,201.36899999999997,6.112812773184191,21.918610281371947
79,2024-06-18,184.86,186.56,187.2,182.37,68980000.0,-0.0138,18,6,2024,183.87400000000002,195.216,2.279480203906999,15.60232119483074
80,2024-06-17,187.44,177.92,188.81,177.0,109790000.0,0.053,17,6,2024,183.892,190.834,2.3138863412025876,9.190386523125282
81,2024-06-14,178.01,185.8,186.0,176.92,82040000.0,-0.024399999999999998,14,6,2024,182.978,187.64899999999997,3.5396285115819657,7.158467325094328
82,2024-06-13,182.47,188.39,191.08,181.23,118980000.0,0.0292,13,6,2024,182.87,186.108,3.5466392542805885,6.320994647469038
83,2024-06-12,177.29,171.12,180.55,169.8,90390000.0,0.0388,12,6,2024,182.01399999999998,184.09499999999997,4.361688893078468,5.465740267032992
84,2024-06-11,170.66,173.92,174.75,167.41,64760000.00000001,-0.018000000000000002,11,6,2024,179.174,181.524,6.2566548570305764,5.083656164612192
85,2024-06-10,173.79,176.06,178.57,173.17,50870000.0,-0.0208,10,6,2024,176.44400000000002,180.16799999999998,4.471552303172196,5.164807837664411
86,2024-06-07,177.48,176.13,179.35,175.58,56250000.0,-0.0026,7,6,2024,176.338,179.658,4.431249259520906,5.1519549687472805
87,2024-06-06,177.94,174.6,179.73,172.73,69890000.0,0.0168,6,6,2024,175.432,179.151,3.1386573562599507,5.033541827911355
88,2024-06-05,175.0,175.35,176.15,172.13,57950000.0,0.0013,5,6,2024,174.974,178.494,2.9618541490094956,5.11089946421697
89,2024-06-04,174.77,174.77,177.76,174.0,60060000.0,-0.0086,4,6,2024,175.796,177.48499999999999,1.8126582689532655,4.693412049529296
90,2024-06-03,176.29,178.13,182.64,174.49,68570000.0,-0.0101,3,6,2024,176.296,176.36999999999998,1.4241594011923573,3.129550908499365
91,2024-05-31,178.08,178.5,180.32,173.82,67320000.0,-0.004,31,5,2024,176.416,176.377,1.5669811741066246,3.1337022832426693
92,2024-05-30,178.79,178.57,182.67,175.38,77790000.0,0.0148,30,5,2024,176.58599999999998,176.00900000000001,1.8021181981225682,2.488294596706827
93,2024-05-29,176.19,174.19,178.15,173.93,54780000.0,-0.0032,29,5,2024,176.824,175.899,1.6084713239608888,2.449382915484446
94,2024-05-28,176.75,176.4,178.25,173.16,59740000.0,-0.0139,28,5,2024,177.22,176.50799999999998,1.1566330446621513,1.618077048021384
95,2024-05-24,179.24,174.84,180.08,173.73,65580000.0,0.0317,24,5,2024,177.81,177.053,1.3063498765661208,1.515461425881065
96,2024-05-23,173.74,181.8,181.9,173.26,71980000.0,-0.0354,23,5,2024,176.942,176.679,2.210830160822967,1.82770317308066
97,2024-05-22,180.11,182.85,183.8,178.12,88310000.0,-0.0348,22,5,2024,177.20600000000002,176.89600000000002,2.5408522192375655,2.102253817004811
98,2024-05-21,186.6,175.51,186.88,174.71,115270000.0,0.0666,21,5,2024,179.288,178.05599999999998,4.779254125907507,3.603887407292905
99,2024-05-20,174.95,177.56,177.75,173.52,61730000.0,-0.0141,20,5,2024,178.928,178.074,5.0767578236512385,3.58605694941455
100,2024-05-17,177.46,173.55,179.63,172.75,77450000.0,0.015,17,5,2024,178.572,178.191,5.111699326056273,3.5401771769848414
101,2024-05-16,174.84,174.1,175.79,171.43,59810000.0,0.0049,16,5,2024,178.792,177.867,4.869688901768172,3.696286574989068
102,2024-05-15,173.99,179.9,180.0,173.11,79660000.0,-0.020099999999999996,15,5,2024,177.56799999999998,177.387,5.2126452018149525,3.87065900217407
103,2024-05-14,177.55,174.5,179.49,174.07,86410000.0,0.0329,14,5,2024,175.758,177.523,1.6377942483734238,3.8477527351833745
104,2024-05-13,171.89,170.0,175.4,169.0,67019999.99999999,0.0203,13,5,2024,175.14600000000002,177.037,2.406518231804059,4.242876513771197
105,2024-05-10,168.47,173.05,173.06,167.75,72630000.0,-0.0204,10,5,2024,173.348,175.96,3.399105764757259,4.932421086827239
106,2024-05-09,171.97,175.01,175.62,171.37,65950000.0,-0.015700000000000002,9,5,2024,172.77400000000003,175.78300000000002,3.325699926332237,5.0512639782313915
107,2024-05-08,174.72,171.59,176.06,170.15,79970000.0,-0.0174,8,5,2024,172.92000000000002,175.244,3.4074477252052153,4.820549069694615
108,2024-05-07,177.81,182.4,183.26,177.4,75050000.0,-0.037599999999999995,7,5,2024,172.972,174.365,3.4965869072577282,2.963452378561255
109,2024-05-06,184.76,183.8,187.56,182.2,84390000.0,0.0197,6,5,2024,175.546,175.346,6.1960334085611075,4.436322801600479
110,2024-05-03,181.19,182.1,184.78,178.42,75490000.0,0.0066,3,5,2024,178.08999999999997,175.719,5.074164955931633,4.777501555322764
111,2024-05-02,180.01,182.86,184.6,176.02,89150000.0,0.0001,2,5,2024,179.698,176.23600000000002,3.7514090686039814,4.948488433630829
112,2024-05-01,179.99,182.0,185.86,179.01,92830000.0,-0.018000000000000002,1,5,2024,180.752,176.836,2.5515916601219426,5.009278502051114
113,2024-04-30,183.28,186.98,190.95,182.84,127030000.0,-0.0555,30,4,2024,181.846,177.409,2.1091301524570554,5.4115913658656325
114,2024-04-29,194.05,188.42,198.87,184.54,243870000.0,0.1531,29,4,2024,183.704,179.625,5.936731423940537,7.156386813345309
115,2024-04-26,168.29,168.85,172.12,166.37,109820000.0,-0.0111,26,4,2024,181.124,179.607,9.205546154357373,7.18771954254078
116,2024-04-25,170.18,158.96,170.88,158.36,126430000.0,0.049699999999999994,25,4,2024,179.15800000000002,179.428,10.466287307350415,7.417651320405368
117,2024-04-24,162.13,162.84,167.97,157.51,181180000.0,0.1206,24,4,2024,175.586,178.16899999999998,12.880579567706011,9.167567773891248
118,2024-04-23,144.68,143.33,147.26,141.11,124550000.0,0.018500000000000003,23,4,2024,167.866,174.856,17.759705234040567,14.015956145289097
119,2024-04-22,142.05,140.56,144.44,138.8,107100000.0,-0.034,22,4,2024,157.466,170.58499999999998,13.244739710542106,16.877839678768815
120,2024-04-19,147.05,148.97,150.94,146.22,87080000.0,-0.0192,19,4,2024,153.21800000000002,167.171,12.275983463658315,17.915323949686847
121,2024-04-18,149.93,151.25,152.2,148.7,96100000.0,-0.0355,18,4,2024,149.168,164.16299999999998,7.808458234505302,18.044885424961866
122,2024-04-17,155.45,157.64,158.33,153.78,82440000.0,-0.0106,17,4,2024,147.832,161.709,5.157850327414908,17.30691027691929
123,2024-04-16,157.11,156.74,158.19,153.75,97000000.0,-0.0271,16,4,2024,150.318,159.092,6.157492996343035,15.574616670866916
124,2024-04-15,161.48,170.24,170.69,161.38,100250000.0,-0.0559,15,4,2024,154.204,155.83499999999998,5.752919258951292,9.779107264412742
125,2024-04-12,171.05,172.34,173.81,170.36,64720000.0,-0.0203,12,4,2024,159.004,156.11100000000002,7.902409759055248,10.199596342775372
126,2024-04-11,174.6,172.55,175.88,168.51,94520000.0,0.0165,11,4,2024,163.938,156.553,8.499533516611978,10.94551460644958
127,2024-04-10,171.76,173.04,174.93,170.01,84530000.0,-0.028900000000000002,10,4,2024,167.2,157.51600000000002,7.498376490948525,11.874879367808376
128,2024-04-09,176.88,172.91,179.22,171.92,103230000.0,0.0225,9,4,2024,171.154,160.73600000000002,5.886983947660169,12.36317309143934
129,2024-04-08,172.98,169.34,174.5,167.79,104420000.0,0.049,8,4,2024,173.454,163.829,2.34117064734885,10.95807611865436
130,2024-04-05,164.9,169.08,170.86,160.51,143160000.0,-0.0363,5,4,2024,172.224,165.61399999999998,4.520827357907858,9.240399462264769
131,2024-04-04,171.11,170.07,177.19,168.01,123160000.0,0.016200000000000003,4,4,2024,171.526,167.73200000000003,4.327560513731534,7.511648435744514
132,2024-04-03,168.38,164.02,168.82,163.28,82950000.0,0.0105,3,4,2024,170.85,169.025,4.540616698203949,6.152485044453412
133,2024-04-02,166.63,164.75,167.69,163.43,116650000.0,-0.049,2,4,2024,168.8,169.977,3.275049617946136,4.6593205274780605
134,2024-04-01,175.22,176.17,176.75,170.21,81560000.0,-0.0032,1,4,2024,169.248,171.35099999999997,4.051057886529024,3.8267289483898623
135,2024-03-28,175.79,177.45,179.57,175.3,77660000.0,-0.0225,28,3,2024,171.426,171.825,4.056430697054777,4.071063879517442
136,2024-03-27,179.83,181.41,181.91,176.0,81800000.0,0.012199999999999999,27,3,2024,173.17000000000002,172.348,5.50314001275706,4.7470009245605
137,2024-03-26,177.67,178.58,184.25,177.38,113190000.0,0.0292,26,3,2024,175.028,172.93900000000002,5.0294950044718325,5.025394290777408
138,2024-03-25,172.63,168.76,175.24,168.73,74230000.0,0.0105,25,3,2024,176.228,172.51399999999998,2.702188002343044,4.831022896056555
139,2024-03-22,170.83,166.69,171.2,166.3,75580000.0,-0.0115,22,3,2024,175.35,172.29899999999998,3.6563369647786774,4.855758208331448
140,2024-03-21,172.82,176.39,178.18,171.8,73180000.0,-0.016200000000000003,21,3,2024,174.756,173.091,3.805204330914067,4.102290552578909
141,2024-03-20,175.66,173.0,176.25,170.82,83850000.0,0.0253,20,3,2024,173.922,173.546,2.7162602968065186,4.110477668917205
142,2024-03-19,171.32,172.36,172.82,167.42,77270000.0,-0.0143,19,3,2024,172.652,173.84,1.8821981829785963,3.7927914082726697
143,2024-03-18,173.8,170.02,174.72,165.9,108210000.0,0.0625,18,3,2024,172.88600000000002,174.557,1.950276903418548,2.835176067431006
144,2024-03-15,163.57,163.16,165.18,160.76,97150000.0,0.0066,15,3,2024,171.434,173.392,4.669944325150835,4.460273534212935
145,2024-03-14,162.5,167.77,171.17,160.51,126330000.0,-0.0412,14,3,2024,169.36999999999998,172.063,5.996423934313631,5.520358382086002
146,2024-03-13,169.48,173.05,176.05,169.15,106530000.0,-0.0454,13,3,2024,168.134,171.028,4.9152293944443635,4.82933811890069
147,2024-03-12,177.54,177.77,179.43,172.41,87390000.0,-0.0013,12,3,2024,169.378,171.015,6.465726563968614,4.809606706027767
148,2024-03-11,177.77,175.45,182.87,174.8,85390000.0,0.0139,11,3,2024,170.17199999999997,171.529,7.330448144554946,5.255374920550971
149,2024-03-08,175.34,181.5,182.73,174.7,85550000.0,-0.018500000000000003,8,3,2024,172.526,171.98000000000002,6.526046276269271,5.380745508033505
150,2024-03-07,178.65,174.35,180.04,173.7,102130000.0,0.012,7,3,2024,175.756,172.563,3.7140045772732395,5.782696506724988
151,2024-03-06,176.54,179.99,181.58,173.7,107920000.0,-0.0232,6,3,2024,177.168,172.651,1.26817585531579,5.841459958301941
152,2024-03-05,180.74,183.05,184.59,177.57,119660000.0,-0.0393,5,3,2024,177.80800000000002,173.593,2.061909309355211,6.341140889286262
153,2024-03-04,188.14,198.73,199.75,186.72,134340000.0,-0.0716,4,3,2024,179.882,175.027,5.0558698559204265,7.837937724795852
154,2024-03-01,202.64,200.52,204.52,198.5,82240000.0,0.0038,1,3,2024,185.342,178.934,10.61232867941823,10.705491010587865
155,2024-02-29,201.88,204.18,205.28,198.45,85910000.0,-0.0008,29,2,2024,189.988,182.872,11.950753951111242,11.219189711283851
156,2024-02-28,202.04,200.42,205.3,198.44,99810000.0,0.0116,28,2,2024,195.088,186.128,10.070179740203198,11.618391359296572
157,2024-02-27,199.73,204.04,205.6,198.26,108650000.0,0.0017000000000000001,27,2,2024,198.886,188.347,6.107231778801049,11.911265489256586
158,2024-02-26,199.4,192.29,201.78,192.0,111750000.0,0.0387,26,2,2024,201.13799999999998,190.51,1.4682710921340052,11.739839105465695
159,2024-02-23,191.97,195.31,197.57,191.5,78840000.0,-0.0276,23,2,2024,199.004,192.17299999999997,4.11247249230889,10.460302789328983
160,2024-02-22,197.41,194.0,198.32,191.36,92740000.0,0.013600000000000001,22,2,2024,198.10999999999999,194.049,3.805358064623835,9.393391826172227
161,2024-02-21,194.77,193.36,199.44,191.95,103840000.0,0.0052,21,2,2024,196.656,195.872,3.2811248071352344,7.109022123721005
162,2024-02-20,193.76,196.13,198.6,189.13,104550000.0,-0.031,20,2,2024,195.462,197.174,2.9526378037271535,4.86911856043317
163,2024-02-16,199.95,202.06,203.17,197.4,111350000.0,-0.0025,16,2,2024,195.572,198.355,3.1403057176011773,3.734527338826657
164,2024-02-15,200.45,189.16,200.88,188.86,120830000.0,0.0622,15,2,2024,197.26799999999997,198.13600000000002,2.9951827990955717,3.512967090335039
165,2024-02-14,188.71,185.3,188.89,183.35,81200000.0,0.0255,14,2,2024,195.528,196.81900000000002,4.846794817196065,4.327630734914536
166,2024-02-13,184.02,183.99,187.26,182.11,86760000.0,-0.0218,13,2,2024,193.378,195.017,7.118860161570772,5.50392799129243
167,2024-02-12,188.13,192.11,194.73,187.28,95500000.0,-0.0281,12,2,2024,192.252,193.857,7.479453188569328,5.621401663879357
168,2024-02-09,193.57,190.18,194.12,189.48,84480000.0,0.0212,9,2,2024,190.976,193.274,6.287008827733615,5.2742565563519115
169,2024-02-08,189.56,189.0,191.62,185.58,83030000.0,0.0106,8,2,2024,188.798,193.03300000000002,3.414523392803343,5.394159495849705
170,2024-02-07,187.58,188.18,189.79,182.68,111540000.0,0.0134,7,2,2024,188.572,192.05,3.458911678548807,5.403566723316379
171,2024-02-06,185.1,177.21,186.49,177.11,122680000.0,0.0223,6,2,2024,188.788,191.083,3.120780351130354,5.718780075816364
172,2024-02-05,181.06,184.26,184.68,175.01,134290000.0,-0.0365,5,2,2024,187.374,189.81300000000002,4.697050138118795,6.424823473580049
173,2024-02-02,187.91,185.04,188.69,182.0,110610000.0,-0.005,2,2,2024,186.24200000000002,188.60899999999998,3.3067688156268473,5.352794597217275
174,2024-02-01,188.86,188.5,189.88,184.28,91840000.0,0.0084,1,2,2024,186.102,187.45,3.1418816018434295,3.4041249487445433
175,2024-01-31,187.29,186.99,193.97,185.85,103220000.0,-0.022400000000000003,31,1,2024,186.044,187.308,3.1102941983037935,3.375219499034844
176,2024-01-30,191.59,195.33,196.36,190.61,109980000.0,0.0034999999999999996,30,1,2024,187.342,188.065,3.877456640634648,3.404621858591417
177,2024-01-29,190.93,185.63,191.48,183.67,125010000.0,0.04190000000000001,29,1,2024,189.316,188.345,1.8752013225253934,3.5236195090337095
178,2024-01-26,183.25,185.5,186.78,182.1,107340000.0,0.0034000000000000002,26,1,2024,188.38400000000001,187.31300000000002,3.3369866646424207,3.3291842511005894
179,2024-01-25,182.63,189.7,193.0,180.06,198080000.0,-0.1213,25,1,2024,187.13799999999998,186.61999999999998,4.173166663338743,3.5249933018058512
180,2024-01-24,207.83,211.88,212.73,206.77,123370000.0,-0.0063,24,1,2024,191.246,188.645,10.166350377593739,7.599462334782408
181,2024-01-23,209.14,211.3,215.65,207.75,106610000.0,0.0016,23,1,2024,194.75600000000003,191.049,12.960469898888658,9.828825463909666
182,2024-01-22,208.8,212.26,217.8,206.27,117950000.0,-0.016,22,1,2024,198.32999999999998,193.823,14.059013123260028,10.582057193402614
183,2024-01-19,212.19,209.99,213.19,207.56,102260000.0,0.0015,19,1,2024,204.118,196.251,12.12241601331993,11.79100735494828
184,2024-01-18,211.88,216.88,217.45,208.74,108600000.0,-0.017,18,1,2024,209.968,198.553,1.950248702087241,12.418165055004453
185,2024-01-17,215.55,214.86,215.67,212.01,103160000.0,-0.019799999999999998,17,1,2024,211.512,201.379,2.7332160543931363,12.7805298533877
186,2024-01-16,219.91,215.1,223.49,212.18,115360000.0,0.004699999999999999,16,1,2024,213.666,204.211,4.2303463215192485,13.488467049051003
187,2024-01-12,218.89,220.08,225.34,217.15,123040000.0,-0.036699999999999997,12,1,2024,215.68400000000003,207.007,3.702496455094937,13.326500791030446
188,2024-01-11,227.22,230.57,230.93,225.37,105870000.0,-0.0287,11,1,2024,218.69,211.404,5.712376913333829,11.781316847732647
189,2024-01-10,233.94,235.1,235.5,231.29,91630000.0,-0.0043,10,1,2024,223.102,216.535,7.405786251302923,8.601365847610923
190,2024-01-09,234.96,238.11,238.96,232.04,96710000.0,-0.022799999999999997,9,1,2024,226.984,219.248,7.543416334790612,9.752215474786755
191,2024-01-08,240.45,236.14,241.25,235.3,85170000.0,0.0125,8,1,2024,231.092,222.379,8.28441126453678,11.081881559053626
192,2024-01-05,237.49,236.86,240.12,234.9,92490000.0,-0.0018,5,1,2024,234.81199999999998,225.248,4.934052087278981,10.887885010414301
193,2024-01-04,237.93,239.25,242.7,237.73,102630000.0,-0.0022,4,1,2024,236.954,227.82200000000003,2.5749815533283105,10.4932854721486
194,2024-01-03,238.45,244.98,245.68,236.32,121080000.0,-0.0401,3,1,2024,237.856,230.47899999999998,1.9753430081838148,9.304669616201961
195,2024-01-02,248.42,250.08,251.25,244.41,104650000.0,-0.0002,2,1,2024,240.548,233.766,4.5438111756519435,9.250541365539712
196,2023-12-29,248.48,255.1,255.19,247.43,100890000.0,-0.018600000000000002,29,12,2023,242.154,236.623,5.757510746840059,8.900943832600971
197,2023-12-28,253.18,263.66,265.13,252.71,113620000.0,-0.0316,28,12,2023,245.292,240.052,6.767205479367202,7.8537730493768265
198,2023-12-27,261.44,258.35,263.34,257.52,106490000.0,0.018799999999999997,27,12,2023,249.99399999999997,243.474,8.354566416037127,9.011235209448655
199,2023-12-26,256.61,254.49,257.97,252.91,86890000.0,0.0161,26,12,2023,253.62600000000003,245.74100000000004,5.562048183895373,9.195927178195475
200,2023-12-22,252.54,256.76,258.22,251.37,93370000.0,-0.0077,22,12,2023,254.45,247.49900000000002,4.858693239953868,8.56463328656523
201,2023-12-21,254.5,251.9,254.8,248.55,109590000.0,0.0298,21,12,2023,255.654,248.904,3.589607220849215,8.431171264355676
202,2023-12-20,247.14,256.41,259.84,247.0,125100000.0,-0.0392,20,12,2023,254.446,249.869,5.258619590726581,7.477981679571578
